hex,sign_name,period,code,total_wedges
0x12007,A TIMES MUSH,Akkadian,a7b1c2d2w1,13
0x12273,NUNUZ AB2 TIMES KAD3,Akkadian,a5b1c4d3w4,17
0x12272,NUNUZ AB2 TIMES IGI GUNU,Akkadian,a3b5c3d3w2,16
0x12276,NUNUZ AB2 TIMES SILA3,Akkadian,a3c6d6w1,16
0x12277,NUNUZ AB2 TIMES U2,Akkadian,a6b2c3d3w1,15
0x12301,TIR,Akkadian,a10b2w10,22
0x12299,SAG TIMES HA,Akkadian,a7b2c1d1w2,13
0x12330,UR2 TIMES NUN,Akkadian,a7b5c2,14
0x12331,UR2 TIMES U2,Akkadian,a6b6c2,14
0x12332,UR2 TIMES U2 PLUS ASH,Akkadian,a6b7c2,15
0x12196,KAK TIMES IGI GUNU,Akkadian,a2b5c1d1w1,10
0x1236e,ZUM,Akkadian,a1b1c3d3,8
0x12202,LU2 TIMES GAN2 TENU,Akkadian,a9c5d1,15
0x12203,LU2 TIMES HI TIMES BAD,Akkadian,a4b1c5d3w1,14
0x12205,LU2 TIMES KAD2,Akkadian,a5b1c4w1,11
0x12206,LU2 TIMES KAD3,Akkadian,a7b1c4d1w3,16
0x12210,LU2 TIMES TUG2,Akkadian,a6b4c3d1,14
0x12321,UM TIMES U,Akkadian,a6b4w1,11
0x12275,NUNUZ AB2 TIMES NE,Akkadian,a3b4c8d5w1,21
0x12271,NUNUZ AB2 TIMES GUD,Akkadian,a3b2c6d6,17
0x12265,NUN LAGAR TIMES MASH,Akkadian,a8b2c1d1,12
0x1235b,UZ3 TIMES KASKAL,Akkadian,a4b3c3d3,13
0x1227b,PAD,Akkadian,a3d1w1,5
0x12075,DIM TIMES SHE,Akkadian,a2b1c2d2w4,11
0x12325,UMUM TIMES PA,Akkadian,a3b8c2d2,15
0x12334,UR4,Akkadian,a4c1d1,6
0x1205d,DAG KISIM5 TIMES GI,Akkadian,a5b6c7d4w2,24
0x1205f,DAG KISIM5 TIMES GUD,Akkadian,a5b7c3d3w2,20
0x1206a,DAG KISIM5 TIMES SI,Akkadian,a6b7c2d2w2,19
0x1206b,DAG KISIM5 TIMES TAK4,Akkadian,a10b6c3d2w2,23
0x1206d,DAG KISIM5 TIMES USH,Akkadian,a7b7c2d2w3,21
0x12127,GURUN,Akkadian,a2b2w4,8
0x12124,GUM TIMES SHE,Akkadian,a2b4w14,20
0x12163,KA TIMES GAL,Akkadian,a4b7c5d1,17
0x12160,KA TIMES ERIN2,Akkadian,a3b2c7d3,15
0x12314,UD KUSHU2,Akkadian,a2b1c3d3w1,10
0x12315,UD TIMES BAD,Akkadian,b1c3d3,7
0x12316,UD TIMES MI,Akkadian,b8c2d2w1,13
0x12284,PI TIMES E,Akkadian,a2b5c1d1w2,11
0x12283,PI TIMES BU,Akkadian,a1b2c2d2w2,9
0x12285,PI TIMES I,Akkadian,a1b6w2,9
0x12282,PI TIMES BI,Akkadian,a5b3c1d1w2,12
0x12288,PI TIMES U2,Akkadian,a5b3w2,10
0x12355,USH TIMES TAK4,Akkadian,a9b3c1w1,14
0x1207d,DU SHESHIG,Akkadian,a1b2c1w5,9
0x12268,NUN LAGAR TIMES USH,Akkadian,a10b3c1d1w1,16
0x12006,A TIMES LAGAR GUNU,Akkadian,a5c5d1,11
0x1201b,AB2 TIMES TAK4,Akkadian,a6b1c2d1w1,11
0x12180,KA TIMES SHA,Akkadian,a5b6c6d2,19
0x12181,KA TIMES SHE,Akkadian,a3b2c5d1w10,21
0x12170,KA TIMES KI,Akkadian,a3b6c7d3,19
0x12158,KA TIMES A,Akkadian,a6b2c5d1,14
0x12183,KA TIMES SHU,Akkadian,a4b7c5d1,17
0x12184,KA TIMES SIG,Akkadian,a3b2c7d3,15
0x12186,KA TIMES TAR,Akkadian,a4b2c7d1,14
0x12187,KA TIMES U,Akkadian,a3b2c5d1w1,12
0x12189,KA TIMES UD,Akkadian,a3b2c7d3,15
0x12009,A2,Akkadian,a2b8w7,17
0x1214b,IL,Akkadian,a5b2c1d1w7,16
0x12113,GISH TIMES BAD,Akkadian,a1b3c1d1,6
0x1207c,DU GUNU,Akkadian,a1b6c1w1,9
0x12081,DUG,Akkadian,a8b2c1d1,12
0x1203f,ASHGAB,Neo-Babylonian,a4c1d1,6
0x121e1,LAGAB TIMES SUM,Old Babylonian,a2b2w4,8
0x120ee,GABA,Neo-Babylonian,a2b2w4,8
0x1221d,LUM,Old Babylonian,b4w2,6
0x12118,GU2,Old Babylonian,a2b2w4,8
0x12308,TUM,Old Babylonian,b6w2,8
0x1217b,KA TIMES NUN,Neo-Babylonian,a6b4w1,11
0x1218d,KA2,Neo-Babylonian,a2b2w4,8
0x1218d,KA2,Neo-Babylonian,a2b2w4,8
0x121c7,LAGAB TIMES GUD PLUS GUD,Old Babylonian,b6w2,8
0x1226d,NUNUZ,Neo-Babylonian,a2b2w4,8
0x1214d,IL2,Old Babylonian,a6b7c2,15
0x12158,KA TIMES A,Old Babylonian,a6b6c2,14
0x122ed,TA TIMES HI,Middle Hittite,a2b2w4,8
0x1217b,KA TIMES NUN,Middle Hittite,a6b4w1,11
0x1221d,LUM,Middle Hittite,b4w2,6
0x1236e,ZUM,Middle Hittite,b5w2,7
0x120c9,GA2 TIMES EN,Neo-Assyrian,a5b3w2,10
0x120f4,GALAM,Neo-Assyrian,b4w2,6
0x12127,GURUN,Middle Hittite,a2b2w4,8
0x12285,PI TIMES I,Middle Hittite,a1b6w2,9
0x1221d,LUM,Middle Hittite,b4w2,6
0x12064,DAG KISIM5 TIMES LA,Neo Assyrian,a6b7w2,15
0x12068,DAG KISIM5 TIMES NE,Neo Assyrian,a6b8c4w2,20
0x12067,DAG KISIM5 TIMES LUM,Neo Assyrian,a6b8c2w2,18
0x1206a,DAG KISIM5 TIMES SI,Neo Assyrian,a7b4w2,13
0x120cb,GA2 TIMES GAN2 TENU,Neo Assyrian,a7b4,11
0x121d1,LAGAB TIMES KU3,Neo Assyrian,a6b2w1,9
0x121de,LAGAB TIMES SHITA PLUS GISH TENU,Neo Assyrian,a6b6,12
0x12266,NUN LAGAR TIMES SAL,Neo Assyrian,a7b3c2w1,13
0x12265,NUN LAGAR TIMES MASH,Neo Assyrian,a7b3w1,11
0x1226e,NUNUZ AB2 TIMES ASHGAB,Neo Assyrian,a6b4c6w2,18
0x12277,NUNUZ AB2 TIMES U2,Neo Assyrian,a6b9c6w2,23
0x1227e,PESH2,Neo Assyrian,a6b8w1,15
0x1209e,EREN,Neo Assyrian,a6b8c2,16
0x120a3,EZEN TIMES A PLUS LAL,Neo Assyrian,a6b8,14
0x120a9,EZEN TIMES HA,Neo Assyrian,a6b7w1,14
0x120ae,EZEN TIMES KU3,Neo Assyrian,a6b7w1,14
0x12084,DUN,Neo Assyrian,a6b2w1,9
0x12008,A TIMES SAG,Neo Assyrian,a6b4,10
0x1201f,AK TIMES SHITA PLUS GISH,Neo Assyrian,a6b9,15
0x12024,AL TIMES HA,Neo Assyrian,a6b3w2,11
0x120d5,GA2 TIMES HUB2,Neo Assyrian,a6b3c2,11
0x120db,GA2 TIMES KID PLUS LAL,Neo Assyrian,a7b5,12
0x120de,GA2 TIMES ME PLUS EN,Neo Assyrian,a6b4c2,12
0x120e0,GA2 TIMES NUN,Neo Assyrian,a7b3,10
0x1214c,IL TIMES GAN2 TENU,Neo Assyrian,a6b5c2,13
0x1215a,KA TIMES AD PLUS KU3,Neo Assyrian,a7b10w1,18
0x12164,KA TIMES GAN2 TENU,Neo Assyrian,a6b7,13
0x12098,EN TIMES GAN2,Neo Assyrian,a6b3c2,11
0x121bc,LAGAB TIMES A PLUS LAL,Neo Assyrian,a6b3,9
0x121c5,LAGAB TIMES GAR,Neo Assyrian,a6b2,8
0x121c8,LAGAB TIMES HA,Neo Assyrian,a6b2w1,9
0x12126,GUR7,Neo Assyrian,a7b10c6w1,24
0x1231f,UM TIMES ME PLUS DA,Neo Assyrian,a6b9w1,16
0x1232f,UR2 TIMES HA,Neo Assyrian,a6b4w2,12
0x12330,UR2 TIMES NUN,Neo Assyrian,a6b5w1,12
0x12296,SAG TIMES A,Neo Assyrian,a6b4,10
0x12299,SAG TIMES HA,Neo Assyrian,a7b4w1,12
0x1229e,SAG TIMES NUN,Neo Assyrian,a7b5,12
0x122a0,SAG TIMES SHID,Neo Assyrian,a6b7,13
0x122a2,SAG TIMES U2,Neo Assyrian,a6b8,14
0x122a4,SAG TIMES UM,Neo Assyrian,a6b8,14
0x122a6,SAG TIMES USH,Neo Assyrian,a6b6w1,13
0x122a5,SAG TIMES UR,Neo Assyrian,a6b6,12
0x122af,SHA3 TIMES A,Neo Assyrian,a6c2,8
0x122b6,SHA3 TIMES U PLUS A,Neo Assyrian,a6c2w1,9
0x1217b,KA TIMES NUN,Neo Assyrian,a6b6,12
0x12352,USH TIMES A,Neo Assyrian,a6b2w1,9
0x120ba,GA2 TIMES A PLUS IGI,Neo Assyrian,a7b3w1,11
0x1233f,URU TIMES GAR,Neo Assyrian,a6b3,9
0x122c4,SHID TIMES A,Neo Assyrian,a6b3,9
0x1207e,DUB,Old Assyrian,a6b3,9
0x12056,DAG,Old Assyrian,a6b2,8
0x121a4,KID,Old Assyrian,a6b4,10
0x12229,MES,Old Assyrian,a6b3,9
,GIN2,Old Assyrian,a7b3,10
0x120b0,EZEN TIMES LAL TIMES LAL,Akkadian,a6b8,14
0x120ba,GA2 TIMES A PLUS IGI,Akkadian,a7b3w1,11
0x120c9,GA2 TIMES EN,Akkadian,a6b7w2,15
0x120e7,GA2 TIMES SHID,Akkadian,a6b7,13
0x120f7,GAN2,Akkadian,a6b2,8
,GIN2,Akkadian,a7b3,10
0x121bc,LAGAB TIMES A PLUS LAL,Akkadian,a6b3,9
0x121a4,KID,Akkadian,a6b4,10
0x121d9,LAGAB TIMES ME PLUS EN,Akkadian,a6b7w2,15
0x1234e,URU TIMES URUDA,Akkadian,a6b8,14
0x12338,URU TIMES A,Akkadian,a6b3,9
0x1231d,UM,Akkadian,a6b4,10
,USZ TIMES A,Akkadian,a6b2w1,9
0x12141,IB,Akkadian,a6b2,8
0x12398,UM TIMES ME,Akkadian,a7b5,12
0x120ed,GA2 OVER GA2,Akkadian,a6b4,10
0x1227e,PESH2,Akkadian,a6b8w1,15
0x122c4,SHID TIMES A,Neo-Babylonian,a6b3,9
0x12352,USH TIMES A,Neo-Babylonian,a6b2w1,9
0x121d1,LAGAB TIMES KU3,Neo-Babylonian,a6b2w1,9
,EREN Variant Form,Neo-Babylonian,a6b2w1,9
0x1234e,URU TIMES URUDA,Old Babylonian,a6b4,10
0x1214d,IL2,Neo-Babylonian,a6b6w1,13
0x1217e,KA TIMES SA,Neo-Babylonian,a6b6w1,13
0x122a8,SAG GUNU,Old Babylonian,a6c2,8
0x12122,GUL,Old Babylonian,a6b5w1,12
0x12141,IB,Old Babylonian,a6b2,8
0x12335,URI,Neo-Babylonian,a6b4,10
0x1217e,KA TIMES SA,Middle Hittite,a6b5w1,12
0x120a3,EZEN TIMES A PLUS LAL,Neo-Assyrian,a6b8,14
0x120a9,EZEN TIMES HA,Neo-Assyrian,a6b7w1,14
0x120ae,EZEN TIMES KU3,Neo-Assyrian,a6b7w1,14
0x120ba,GA2 TIMES A PLUS IGI,Neo-Assyrian,a7b3w1,11
0x120cb,GA2 TIMES GAN2 TENU,Neo-Assyrian,a7b4,11
0x120d5,GA2 TIMES HUB2,Neo-Assyrian,a6b3w2,11
0x120db,GA2 TIMES KID PLUS LAL,Neo-Assyrian,a7b5,12
0x120de,GA2 TIMES ME PLUS EN,Neo-Assyrian,a6b4w2,12
0x120e0,GA2 TIMES NUN,Neo-Assyrian,a7b3,10
0x121bc,LAGAB TIMES A PLUS LAL,Neo-Assyrian,a6b3,9
0x121c5,LAGAB TIMES GAR,Neo-Assyrian,a6b2,8
0x121c8,LAGAB TIMES HA,Neo-Assyrian,a6b2w1,9
0x121d1,LAGAB TIMES KU3,Neo-Assyrian,a6b2w1,9
0x121de,LAGAB TIMES SHITA PLUS GISH TENU,Neo-Assyrian,a6b6,12
0x1201a,AB2 TIMES SHA3,Akkadian,c4d4w1,9
0x12171,KA TIMES KID,Akkadian,a9b6c5d1,21
0x12173,KA TIMES LU,Akkadian,a6b5c5d1,17
0x12188,KA TIMES U2,Akkadian,a7b4c5d1,17
0x12003,A TIMES GAN2 TENU,Akkadian,a8c2,10
0x12094,EDIN,Akkadian,a7b7c2d2w1,19
0x1211d,GU2 GUNU,Akkadian,a7b2c2d2,13
0x122de,SIG4,Akkadian,c6d6,12
0x12040,BA,Akkadian,a1b1c1d1,4
0x12044,BAL,Akkadian,a1b3w3,7
0x12046,BALAG,Akkadian,a1b8c2d2w4,17
0x12224,MAH,Akkadian,a2b3c1d2,8
0x121fd,LU2,Akkadian,a4c3d1,8
0x12387,KA TIMES UR2,Akkadian,a5b6c7d1,19
0x12388,LAGAB TIMES GI,Akkadian,a3b3c5d2,13
0x12191,KAD3,Akkadian,a3b1c1w3,8
0x12217,LUGAL,Akkadian,a5b5c3d1,14
0x12216,LU3,Akkadian,a2b10,12
0x12157,KA,Akkadian,a3b2c5d1,11
0x12082,DUGUD,Akkadian,b9w1,10
0x12083,DUH,Akkadian,b2w8,10
0x12100,GI,Akkadian,a1b1c5d2,9
0x12110,GISAL,Akkadian,a2b4c1d1,8
0x12308,TUM,Akkadian,a4b4c1d1w2,12
0x12305,TU,Akkadian,a1c2d2w10,15
0x12053,BUR,Akkadian,a1b6c1d1,9
0x12076,DIM2,Akkadian,a2b2c1d2,7
0x12391,NINDA2 TIMES BAL,Akkadian,a1b7w5,13
,NUMERIC SIGN SHAR2 TIMES GAL PLUS DISH,Akkadian,a2b5c2d2,11
,NUMERIC SIGN SHAR2 TIMES GAL PLUS MIN,Akkadian,a3b5c2d2,12
0x120ee,GABA,Akkadian,b2w8,10
0x122f6,TAG TIMES SHE,Akkadian,a6b2c2d2w10,22
0x122fa,TAK4,Akkadian,a6b1c1,8
0x122da,SHUBUR,Akkadian,a5b3c3d2,13
0x1221d,LUM,Akkadian,c8d4,12
0x1224e,NI2,Akkadian,a4b1c2d3,10
0x1213a,HUB2 TIMES HAL,Akkadian,a3b2c2d2w1,10
0x1213c,HUB2 TIMES LISH,Akkadian,a4b1c2d1w1,9
0x1218d,KA2,Akkadian,a5b4w4,13
0x122e9,SUR,Akkadian,a3b1d1,5
0x12154,IN,Akkadian,a2c1d1w9,13
0x12231,MURGU2,Akkadian,c4d2,6
0x122e0,SIK2,Akkadian,a3b7c1,11
0x122a9,SAL,Akkadian,a1b1c1d1,4
0x12227,MASH2,Akkadian,a1b1c2d2,6
0x121f7,LI,Akkadian,a2b4c1d1w10,18
0x12051,BULUG,Akkadian,a1b2c1w2,6
0x12056,DAG,Akkadian,a4b5c1d1,11
0x12071,DARA4,Akkadian,a2b8c1d1,12
0x12080,DUB2,Akkadian,a5b8c1d1w2,17
0x12384,KA TIMES PA,Akkadian,a4b4c5d1,14
0x12380,KA TIMES GISH,Akkadian,a4b4c5d1,14
0x12392,NINDA2 TIMES GI,Akkadian,a1b5c5d2w2,15
0x1225a,NINDA2 TIMES SHE,Akkadian,b4w12,16
0x12143,IDIM OVER IDIM BUR,Akkadian,a1b10c1d1,13
0x12130,HI TIMES BAD,Akkadian,b1c2d2w1,6
0x1235f,ZA squared TIMES KUR,Akkadian,a8b8w3,19
0x1231b,UD SHESHIG TIMES BAD,Akkadian,b1c3d3w4,11
0x1237d,HUSH,Akkadian,a2b7c5d3,17
0x1242d,two SHARU,Akkadian,c4d4w2,10
0x12236,MUSH OVER MUSH,Akkadian,a8b2c4d4w1,19
0x12369,ZIZ2,Akkadian,b4c1w1,6
0x12365,ZI3,Akkadian,b7c2,9
0x1214e,IM,Akkadian,a2b1c2d3,8
0x1221e,LUM OVER LUM,Akkadian,c16d8,24
0x12336,URI3,Akkadian,b1c1d1w2,5
0x12052,BULUG Over BULUG,Akkadian,a2b4c2w4,12
0x12105,GI4 over GI4,Akkadian,a2b10c10d4,26
0x12303,TIR over TIR,Akkadian,a20b4w20,44
0x12364,ZI OVER ZI,Akkadian,a4b2w20,26
0x12371,AB2 TIMES A,Akkadian,a3c1d1w1,6
0x12289,PI CROSSING PI,Akkadian,a4b2c3d1,10
0x124a1,DUG TIMES LUH PLUS GISH,Akkadian,a8b8c1d1,18
0x1221f,LUM OVER LUM GAR OVER GAR,Akkadian,a6c16d10,32
0x1226a,NUN OVER NUN,Akkadian,a10b2,12
0x1230a,TUR OVER TUR ZA OVER ZA,Akkadian,a10b4c4d4,22
0x1207a,DU,Akkadian,a1b2c1w1,5
0x1238b,LU2 TIMES SHU,Akkadian,a5b5c3d1,14
0x12435,two BURU,Akkadian,c4d4w2,10
0x12425,three SHAR2 variant form,Akkadian,c6d6,12
0x12424,three SHAR2,Akkadian,c6d6,12
0x12074,DIM,Neo-Babylonian,b1c1d1w2,5
0x120fe,GESHTIN,Old Babylonian,a1b2c1w2,6
0x1222d,MU OVER MU,Old Babylonian,b2w8,10
0x120ee,GABA,Old Babylonian,b2w8,10
0x1222d,MU OVER MU,Neo-Babylonian,b2w8,10
0x1218d,KA2,Old Babylonian,a5b4w4,13
0x1218f,KAB,Old Babylonian,a3b7c1,11
0x12044,BAL,Old Babylonian,a1b3w3,7
0x12055,DA,Old Babylonian,a3b7c1,11
0x12138,HUB2,Old Babylonian,a3b7c1,11
0x120b6,GA GUNU,Neo-Assyrian,a4b4c1d1w2,12
0x12044,BAL,Middle Hittite,a1b3w3,7
0x1222d,MU OVER MU,Middle Hittite,b2w8,10
0x1222d,MU OVER MU,Akkadian,b2w12,14
0x1226d,NUNUZ,Akkadian,a2c4d4,10
0x1219e,KASKAL OVER KASKAL LAGAB TIMES U OVER LAGAB TIMES U,Akkadian,a4b4c4d4w2,18
0x1207b,DU OVER DU,Akkadian,a2b4c2w2,10
0x1204e,BU OVER BU AB,Akkadian,a1b4c3d3,11
0x1206f,DAR,Akkadian,a2b6c1,9
0x12381,KA TIMES GUD,Akkadian,a4b4c6d2,16
0x12396,SAG TIMES IGI GUNU,Akkadian,a4b7c1d1w1,14
0x122f1,TAB OVER TAB NI OVER NI DISH OVER DISH,Akkadian,a6b4c2d2,14
0x1203b,ASH Over ASH TUG2 OVER TUG2 TUG2 Over TUG2 PAP,Akkadian,a8b18c1d1,28
0x1230e,U OVER U PA OVER PA GAR OVER GAR,Akkadian,a8b4d2w2,16
0x12151,IM opposing IM,Akkadian,a8b2c4d6,20
0x122bd,SHE OVER SHE TAB OVER TAB GAR OVER GAR,Akkadian,a6b4d2w20,32
0x1238e,NA4,Akkadian,a2c3d3,8
0x1237f,KA TIMES ASH3,Akkadian,a9b2c5d1,17
0x1237c,GIG,Akkadian,a2b8c4d4w1,19
0x12213,LU2 opposing LU2,Akkadian,a8c6d2,16
0x12078,DIN KASKAL U GUNU DISH,Akkadian,a1b4c3d3w3,14
0x12373,DAG KISIM5 TIMES U2 PLUS MASH,Akkadian,a9b8c2d2w2,23
0x12370,AB TIMES NUN,Akkadian,a6b3c1d1,11
0x12149,IGI OVER IGI SHIR OVER SHIR UD OVER UD,Akkadian,a1b3c4d4w2,14
0x12378,EZEN TIMES SHE,Akkadian,a4b6w10,20
0x12377,EZEN TIMES GUD,Akkadian,a5b8c1d1,15
0x12379,GA2 TIMES AN PLUS KAK PLUS A,Akkadian,a8b3c2d2,15
0x12218,LUGAL OVER LUGAL,Akkadian,a10b10c6,26
0x12045,BAL OVER BAL,Akkadian,a1b6w6,13
0x120f9,GAN2 OVER GAN2,Akkadian,a12b4,16
0x1236e,ZUM,Neo-Babylonian,a1b5w2,8
0x122a9,SAL,Old Babylonian,b1c2,3
0x1207c,DU GUNU,Old Babylonian,a2b6c1,9
0x1212b,HA GUNU,Old Babylonian,a2b4c2w2,10
0x1212c,HAL,Old Babylonian,b1c2,3
0x1236e,ZUM,Neo-Babylonian,a1b5w2,8
0x12122,GUL,Middle Hittite,a1b5w2,8
