hex,sign_name,period,code,total_wedges
0x121a8,KISIM5,Neo Assyrian,b2w2,4
0x121b0,KUL,Neo Assyrian,b1c2w1,4
0x121bb,LAGAB TIMES A PLUS GAR,Neo Assyrian,a9b2,11
0x12120,GUD TIMES KUR,Neo Assyrian,b2c4,6
0x1232c,UR2 TIMES A PLUS HA,Neo Assyrian,a9b4w2,15
0x12335,URI,Neo Assyrian,a8b4,12
0x122f0,TAB,Neo Assyrian,b2,2
0x1212e,HI TIMES ASH,Neo Assyrian,b1c4,5
0x12061,DAG KISIM5 TIMES IR,Neo Assyrian,a8b6w2,16
0x1222c,MU,Neo Assyrian,b1c4,5
0x12462,OLD ASSYRIAN ONE QUARTER,Neo Assyrian,b2c2,4
0x12251,NIM TIMES GAR PLUS GAN2 TENU,Neo Assyrian,a9b4w2,15
0x12057,DAG KISIM5 TIMES A PLUS MASH,Neo Assyrian,a9b4w2,15
0x12202,LU2 TIMES GAN2 TENU,Neo Assyrian,a7b9,16
0x122f0,TAB,Old Assyrian,b2,2
,Number 1/4,Old Assyrian,b2c2,4
0x1212d,HI,Old Assyrian,b2w2,4
0x12122,GUL,Old Assyrian,a8b4w1,13
,ILIMMU,Old Assyrian,a9,9
0x120a2,EZEN TIMES A,Akkadian,a7b6,13
0x120a9,EZEN TIMES HA,Akkadian,a8b6w2,16
0x120b2,EZEN TIMES LU,Akkadian,a7b9,16
,NUMERIC SIGN TWO ESHE3,Akkadian,b2w2,4
0x12229,MES,Akkadian,a8b4,12
0x1209e,EREN,Akkadian,a8b8c1,17
0x12142,IDIM,Akkadian,b2,2
0x12300,TIL,Akkadian,b1c1,2
0x1240e,nine DISH,Akkadian,a9,9
0x1241d,nine GESH2,Akkadian,a9,9
0x120f4,GALAM,Neo-Babylonian,b2c1d1w2,6
0x1222c,MU,Neo-Babylonian,b1c4,5
0x12312,UB,Neo-Babylonian,b2w2,4
0x12108,GIR2,Neo-Babylonian,b2w2,4
0x122f0,TAB,Old Babylonian,b2,2
0x122f3,TAG,Old Babylonian,b2c4,6
0x1212c,HAL,Old Babylonian,b2,2
0x1226a,NUN OVER NUN,Old Babylonian,a8b2,10
0x1227c,PAN,Old Babylonian,b2w1,3
0x12049,BI,Old Babylonian,b2w2,4
0x122f0,TAB,Neo-Babylonian,b2,2
0x12261,NU,Old Babylonian,b1c1,2
0x12312,UB,Old Babylonian,b2w2,4
0x1212c,HAL,Neo-Babylonian,b2,2
0x1219c,KASKAL,Neo-Babylonian,b2c2,4
0x1226a,NUN OVER NUN,Neo-Babylonian,a8b2,10
0x1202b,AMAR,Old Babylonian,b2c4,6
0x1204d,BU,Old Babylonian,b1c4,5
0x1227d,PAP,Neo-Babylonian,b1c1,2
,nine DIŠ,Old Babylonian,a9,9
0x12049,BI,Neo-Babylonian,b2w2,4
0x12261,NU,Neo-Babylonian,b1d1,2
0x1212c,HAL,Middle Hittite,b2,2
,SIGN TWO ASH,Neo-Babylonian,b2,2
,ILIMMU,Neo-Babylonian,a9,9
0x1222b,MIN,Middle Hittite,b2,2
0x1224c,NI,Middle Hittite,b1c1,2
0x1226a,NUN OVER NUN,Middle Hittite,a8b2,10
0x1227c,PAN,Middle Hittite,b2w1,3
0x120c6,GA2 TIMES DUB,Neo-Assyrian,a7b6,13
0x12049,BI,Middle Hittite,b2w2,4
0x120d7,GA2 TIMES ISH PLUS HU PLUS ASH,Neo-Assyrian,a7b6w2,15
0x120dc,GA2 TIMES KU3 PLUS AN,Neo-Assyrian,a8b4w1,13
0x120f4,GALAM,Neo-Assyrian,b2c1d1w2,6
0x121a8,KISIM5,Neo-Assyrian,b2w2,4
0x12312,UB,Middle Hittite,b2w2,4
0x121bb,LAGAB TIMES A PLUS GAR,Neo-Assyrian,a9b2,11
0x1227c,PAN,Middle Hittite,b2w2,4
0x1227d,PAP,Middle Hittite,b2w1,3
0x120f5,GAM,Middle Hittite,b2w1,3
0x12135,HI TIMES SHE,Neo Assyrian,b6c4,10
0x12136,HI TIMES U,Neo Assyrian,b2w3,5
0x121f8,LIL,Neo Assyrian,b3c5d1w2,11
0x12255,NINDA2 TIMES ASH PLUS ASH,Neo Assyrian,b6w1,7
0x1225c,NINDA2 TIMES SHE PLUS ASH,Neo Assyrian,b5w5,10
0x12404,SIX ASH,Neo Assyrian,b6,6
0x12405,SEVEN ASH,Neo Assyrian,b7,7
0x12082,DUGUD,Neo Assyrian,b8w1,9
0x1243d,FOUR VARIANT FORM LIMMU4,Neo Assyrian,b4,4
0x12440,SIX VARIANT FORM ASH9,Neo Assyrian,b6,6
0x12441,SEVEN VARIANT FORM IMIN3,Neo Assyrian,b7,7
0x1202b,AMAR,Neo Assyrian,b2w3,5
0x120fc,GAR3,Neo Assyrian,b3c4,7
0x120fd,GASHAN,Neo Assyrian,b4w1,5
0x1219b,KAM4,Neo Assyrian,b6c5w2,13
0x121a7,KISH,Neo Assyrian,b2w4,6
0x12115,GISH TENU,Neo Assyrian,c2d1,3
0x12124,GUM TIMES SHE,Neo Assyrian,b4c4w3,11
0x12123,GUM,Neo Assyrian,b4w3,7
0x1228e,PIRIG OPPOSING PIRIG,Neo Assyrian,b8w2,10
0x122f3,TAG,Neo Assyrian,b4c1,5
0x1222a,MI,Neo Assyrian,b4w1,5
0x121f9,LIMMU2,Old Assyrian,b4,4
,ASZ4,Old Assyrian,b6,6
,IMIN2,Old Assyrian,b7,7
0x1222a,MI,Old Assyrian,b8w1,9
0x1202b,AMAR,Old Assyrian,b2w4,6
0x121f9,LIMMU2,Akkadian,b4,4
0x1213f,I,Akkadian,b6,6
,NUMUN,Akkadian,b2w3,5
0x1202b,AMAR,Akkadian,b2w4,6
0x1222a,MI,Akkadian,b8w1,9
,LIMMU4,Akkadian,b4,4
0x12115,GISH TENU,Akkadian,c2d1,3
,IMIN3,Akkadian,b7,7
,ASH9,Akkadian,b6,6
0x12404,six ASH,Akkadian,b6,6
0x12405,seven ASH,Akkadian,b7,7
0x12402,four ASH,Akkadian,b4,4
0x120fd,GASHAN,Neo-Babylonian,b4w1,5
0x1222a,MI,Neo-Babylonian,b4w1,5
0x122f3,TAG,Neo-Babylonian,b4c1,5
0x122d3,SHIR,Neo-Babylonian,b3c4,7
,AK Variant Form,Neo-Babylonian,b6,6
0x1202b,AMAR,Neo-Babylonian,b2w3,5
0x120ee,GABA,Old Babylonian,b2w4,6
0x120fc,GAR3,Old Babylonian,b4w3,7
0x1202b,AMAR,Old Babylonian,b2w3,5
0x1222a,MI,Old Babylonian,b4w1,5
0x120fd,GASHAN,Neo-Babylonian,b4w1,5
0x12108,GIR2,Old Babylonian,b2w4,6
0x12109,GIR2 GUNU,Old Babylonian,b2w4,6
0x12120,GUD TIMES KUR,Old Babylonian,b2w4,6
0x1202a,ALEPH,Neo-Babylonian,b2w4,6
0x12309,TUR,Old Babylonian,b6,6
0x12405,SEVEN ASH,Old Babylonian,b7,7
0x1222a,MI,Old Babylonian,b8w1,9
0x12261,NU,Old Babylonian,c2d1,3
0x1237d,HUSH,Neo-Babylonian,b6c4,10
,LIMMU4,Neo-Babylonian,b4,4
0x120ee,GABA,Middle Hittite,b2w4,6
0x121a7,KISH,Middle Hittite,b2w4,6
0x12083,DUH,Neo-Babylonian,b2w4,6
0x12115,GISH TENU,Neo-Babylonian,c2d1,3
0x12123,GUM,Neo-Babylonian,b4w3,7
0x12252,NINDA2,Neo-Babylonian,b4w1,5
0x12308,TUM,Neo-Babylonian,b6w1,7
0x1202b,AMAR,Middle Hittite,b2w3,5
0x12402,FOUR ASH,Neo-Babylonian,b4,4
0x12404,SIX ASH,Neo-Babylonian,b6,6
0x12405,SEVEN ASH,Neo-Babylonian,b7,7
,ASH9,Neo-Babylonian,b6,6
,IMIN3,Neo-Babylonian,b7,7
0x1222a,MI,Middle Hittite,b4w1,5
0x1228c,PIRIG TIMES UD,Middle Hittite,b4c1,5
0x1228d,PIRIG TIMES ZA,Middle Hittite,b4w1,5
0x12032,ANSHE,Middle Hittite,b3c4,7
0x120ee,GABA,Neo-Assyrian,b2w4,6
0x120ee,GABA,Neo-Assyrian,b2w4,6
0x120f6,GAN,Neo-Assyrian,b6,6
0x120fc,GAR3,Neo-Assyrian,b3c4,7
0x120fd,GASHAN,Neo-Assyrian,b4w1,5
0x12083,DUH,Middle Hittite,b2w4,6
0x12094,EDIN,Middle Hittite,b2w4,6
0x121a7,KISH,Neo-Assyrian,b2w4,6
0x121a9,KISIM5 OVER KISIM5,Neo-Assyrian,b4w3,7
0x12120,GUD TIMES KUR,Middle Hittite,b2w4,6
0x12123,GUM,Middle Hittite,b4w3,7
0x12252,NINDA2,Middle Hittite,b4w1,5
0x12308,TUM,Middle Hittite,b6w1,7
0x12309,TUR,Middle Hittite,b6,6
0x12360,ZAG,Middle Hittite,b8w1,9
,form GAN,Middle Hittite,b6,6
0x12252,NINDA2,Middle Hittite,b4,4
0x122d7,SHU,Middle Hittite,b4,4
0x12118,GU2,Middle Hittite,b2w2,4
0x12131,HI TIMES DISH,Neo Assyrian,a1c2d2,5
0x12137,HU,Neo Assyrian,a2b1w1,4
0x12145,IG,Neo Assyrian,a2b1c2w1,6
0x121fa,LISH,Neo Assyrian,a1c1,2
0x12253,NINDA2 TIMES AN,Neo Assyrian,a1b6w1,8
0x12256,NINDA2 TIMES GUD,Neo Assyrian,a1b6c2w1,10
0x12258,NINDA2 TIMES NE,Neo Assyrian,a1b8c4w1,14
0x12363,ZI,Neo Assyrian,a2b1c4,7
0x1204c,BI TIMES IGI GUNU,Neo Assyrian,a1b7w3,11
0x1204e,BU OVER BU AB,Neo Assyrian,a1b6c8,15
0x12051,BULUG,Neo Assyrian,a2b2c2w1,7
0x121ed,LAGAR TIMES SHE,Neo Assyrian,a2b1c5,8
0x121ec,LAGAR,Neo Assyrian,a2b1w1,4
0x12017,AB2 TIMES BALAG,Neo Assyrian,a2b10w3,15
0x1207c,DU GUNU,Neo Assyrian,a1b6w1,8
0x12100,GI,Neo Assyrian,a2b1c4,7
0x121b5,KUSHU2,Neo Assyrian,a2b1c2w1,6
0x12097,EN,Neo Assyrian,a2b1c2,5
0x121b8,LAGAB,Neo Assyrian,a2b2,4
0x121bf,LAGAB TIMES ASH ZIDA TENU,Neo Assyrian,a2b2c1,5
0x12125,GUR,Neo Assyrian,a2b2,4
0x12285,PI TIMES I,Neo Assyrian,a1b6c2,9
0x12290,RAB,Neo Assyrian,a1b9,10
0x1245f,ONE EIGHTH ASH,Neo Assyrian,a1c1,2
0x122db,SI,Neo Assyrian,a2b2,4
0x122e5,SUD2,Neo Assyrian,a2b2,4
0x1224c,NI,Neo Assyrian,a2b2,4
0x122d9,SHU2,Neo Assyrian,a1c1,2
0x12307,TUK,Neo Assyrian,a2b2,4
0x12308,TUM,Neo Assyrian,a1b6w1,8
0x12137,HU,Old Assyrian,a2b1w1,4
0x12125,GUR,Old Assyrian,a2b2,4
0x122db,SI,Old Assyrian,a2b2,4
,GISZ,Old Assyrian,a2b2,4
0x12312,UB,Old Assyrian,a1c2d2,5
,LAL2,Old Assyrian,a2b2,4
0x121b8,LAGAB,Old Assyrian,a2b2,4
0x121b8,LAGAB,Akkadian,a2b2,4
0x121bf,LAGAB TIMES ASH ZIDA TENU,Akkadian,a2b2c1,5
0x122db,SI,Akkadian,a2b2,4
0x12312,UB,Akkadian,a1c2d2,5
0x12290,RAB,Akkadian,a1b9,10
0x122e5,SUD2,Akkadian,a2b2,4
0x12131,HI TIMES DISH,Akkadian,a1c2d2,5
0x121f3,LAL TIMES LAL,Akkadian,a2b2,4
0x12137,HU,Akkadian,a2b1w1,4
0x12125,GUR,Akkadian,a2b2,4
,one eighth,Akkadian,a1c1,2
0x12100,GI,Neo-Babylonian,a2b1c4,7
0x122db,SI,Neo-Babylonian,a2b2,4
,SUD2 Variant Form,Neo-Babylonian,a2b2,4
0x122e5,SUD2,Neo-Babylonian,a2b2,4
0x12258,NINDA2 TIMES NE,Neo-Babylonian,a1b8c4w1,14
0x12071,DARA4,Neo-Babylonian,a2b2c1,5
0x121b5,KUSHU2,Old Babylonian,a2b1c2w1,6
0x121b8,LAGAB,Old Babylonian,a2b2,4
0x121ec,LAGAR,Old Babylonian,a2b2,4
,LAL TIMES,Old Babylonian,a2b2,4
0x122db,SI,Old Babylonian,a2b2,4
0x122fa,TAK4,Old Babylonian,a2b1c2,5
0x1207c,DU GUNU,Old Babylonian,a1b6w1,8
0x121b8,LAGAB,Neo-Babylonian,a2b2,4
0x121ec,LAGAR,Neo-Babylonian,a2b2,4
0x121f3,LAL TIMES LAL,Neo-Babylonian,a2b2,4
0x12020,AL,Old Babylonian,a2b2c1,5
0x122d9,SHU2,Neo-Babylonian,a1c1,2
0x122db,SI,Neo-Babylonian,a2b2,4
0x12125,GUR,Old Babylonian,a2b2,4
0x12137,HU,Old Babylonian,a2b1w1,4
,GUNU,Neo-Babylonian,a1b6w1,8
0x1209f,ERIN2,Neo-Babylonian,a2b2,4
0x1214a,IGI GUNU,Neo-Babylonian,a1b5w1,7
0x122db,SI,Old Babylonian,a2b2,4
0x1227f,PI,Neo-Babylonian,a2b2,4
0x12125,GUR,Old Babylonian,a2b2,4
0x12137,HU,Old Babylonian,a2b1w1,4
0x121ec,LAGAR,Middle Hittite,a2b2,4
0x121f3,LAL TIMES LAL,Middle Hittite,a2b2,4
0x12125,GUR,Neo-Babylonian,a2b2,4
0x12125,GUR,Neo-Babylonian,a2b2,4
0x12137,HU,Neo-Babylonian,a2b1w1,4
0x12137,HU,Neo-Babylonian,a2b1w1,4
0x122d9,SHU2,Middle Hittite,a1c1,2
0x122db,SI,Middle Hittite,a2b2,4
0x122e5,SUD2,Middle Hittite,a2b2,4
0x12258,NINDA2 TIMES NE,Neo-Babylonian,a1b8c4w1,14
0x1206f,DAR,Middle Hittite,a1b5w1,7
0x1214a,IGI GUNU,Middle Hittite,a1b5w1,7
0x12363,ZI,Neo-Babylonian,a2b1c4,7
0x121b8,LAGAB,Neo-Assyrian,a2b2,4
0x12125,GUR,Middle Hittite,a2b2,4
0x12137,HU,Middle Hittite,a2b1w1,4
0x12307,TUK,Middle Hittite,a2b1w1,4
0x121bf,LAGAB TIMES ASH ZIDA TENU,Neo-Assyrian,a2b2c1,5
,form LAGAR,Middle Hittite,a2b2,4
,form SI,Middle Hittite,a2b2,4
0x12125,GUR,Middle Hittite,a2b2,4
0x121ec,LAGAR,Middle Hittite,a2b2,4
0x122db,SI,Middle Hittite,a2b2,4
0x12226,MASH,Middle Hittite,a1c1,2
0x1245c,FIVE SIXTHS DISH,Neo Assyrian,a4b1,5
0x12217,LUGAL,Neo Assyrian,a3b9,12
0x12060,DAG KISIM5 TIMES HA,Neo Assyrian,a9b4w3,16
0x12063,DAG KISIM5 TIMES KAK,Neo Assyrian,a6b6w2,14
0x12065,DAG KISIM5 TIMES LU,Neo Assyrian,a8b8w2,18
0x120e4,GA2 TIMES SAR,Neo Assyrian,a5b10,15
0x120e7,GA2 TIMES SHID,Neo Assyrian,a6b5,11
0x1210e,GIR3 TIMES LU PLUS IGI,Neo Assyrian,a4b9w2,15
0x12165,KA TIMES GAR,Neo Assyrian,a6b5,11
0x12170,KA TIMES KI,Neo Assyrian,a4b9w1,14
0x12172,KA TIMES LI,Neo Assyrian,a4b13w1,18
0x12180,KA TIMES SHA,Neo Assyrian,a4b9w1,14
0x12182,KA TIMES SHID,Neo Assyrian,a5b8,13
0x122df,SIG4 OVER SIG4 SHU2,Neo Assyrian,a3b8c5w4,20
0x122e6,SUHUR,Neo Assyrian,b2c9d1w1,13
0x122e9,SUR,Neo Assyrian,a4b1,5
0x122ea,SUR9,Neo Assyrian,a4b9c2w1,16
0x122fb,TAR,Neo Assyrian,b2c1,3
0x12301,TIR,Neo Assyrian,a8b2c4,14
0x1235c,UZU,Neo Assyrian,b3c4w1,8
0x1235f,ZA SQUARED TIMES KUR,Neo Assyrian,a8b8c3,19
0x12360,ZAG,Neo Assyrian,b7w1,8
0x12341,URU TIMES HA,Neo Assyrian,a6b3w1,10
0x12368,ZIG,Neo Assyrian,b4w4,8
0x1222d,MU OVER MU,Neo Assyrian,b2c8,10
0x122bf,SHEN,Neo Assyrian,a5b4,9
0x122be,SHEG9,Neo Assyrian,a5b6c5,16
0x122c1,SHESH2,Neo Assyrian,a5b9c2w2,18
0x1233e,URU TIMES GAN2 TENU,Neo Assyrian,a6b5,11
0x1233c,URU TIMES GA,Neo Assyrian,a5b5c2,12
0x1212c,HAL,Old Assyrian,b2c1,3
0x1236a,ZU,Old Assyrian,a4b2c1,7
0x122e2,SU,Old Assyrian,a4b3c1,8
,ITI,Old Assyrian,c2d2w3,7
,SZUBUR,Old Assyrian,a5b3c2d1,11
,USZ11,Old Assyrian,a5b7c3d1,16
,SZUDU3,Old Assyrian,a4b9c1d1w5,20
0x12224,MAH,Old Assyrian,a3b8w4,15
0x1222c,MU,Old Assyrian,b1w6,7
0x12261,NU,Old Assyrian,b1w2,3
0x12094,EDIN,Neo Assyrian,a2b2c6,10
0x1224b,NE SHESHIG,Neo Assyrian,a1b4c4w2,11
0x1224d,NI TIMES E,Neo Assyrian,a5b4,9
0x1224f,NIM,Neo Assyrian,a1b2w2,5
0x1236e,ZUM,Neo Assyrian,a2b4c2,8
0x12183,KA TIMES SHU,Neo Assyrian,a3b9,12
0x120b4,EZEN TIMES UD,Neo Assyrian,a3b7c2,12
0x122e9,SUR,Old Assyrian,a4b1,5
0x1208d,E2,Old Assyrian,a5b4,9
,SZESZ,Old Assyrian,b1w6,7
,KINGUSILA,Old Assyrian,a4b1,5
0x121e8,LAGAB TIMES U2 PLUS ASH,Akkadian,a6b5,11
0x122fe,TI,Akkadian,a1b2w2,5
0x122c4,SHID TIMES A,Akkadian,a6b5,11
0x12368,ZIG,Akkadian,b4w4,8
0x12317,UD TIMES U PLUS U PLUS U,Akkadian,c2d2w3,7
0x1208d,E2,Akkadian,a5b4,9
0x1222c,MU,Akkadian,b1w6,7
0x121b3,KUR,Neo-Babylonian,b2c1,3
0x1211e,GUD,Neo-Babylonian,a1b2w2,5
0x12360,ZAG,Neo-Babylonian,b7w1,8
0x12263,NUN,Neo-Babylonian,a4b1,5
0x122bf,SHEN,Neo-Babylonian,a5b4,9
0x12368,ZIG,Neo-Babylonian,b4w4,8
0x122c0,SHESH,Old Babylonian,b1w6,7
0x122de,SIG4,Old Babylonian,b4w4,8
0x1211e,GUD,Old Babylonian,a1b2w2,5
0x1236a,ZU,Old Babylonian,a4b2c1,7
0x122c0,SHESH,Neo-Babylonian,b1w6,7
0x1245c,FIVE SIXTHS DISH,Old Babylonian,a4b1,5
0x122fe,TI,Neo-Babylonian,a1b2w2,5
,TI TIMES AN,Neo-Babylonian,a1b2w2,5
0x12123,GUM,Old Babylonian,b4w4,8
0x12239,MUSH3,Old Babylonian,a4b1,5
0x12263,NUN,Old Babylonian,a4b1,5
0x12360,ZAG,Old Babylonian,b7w1,8
0x1211e,GUD,Neo-Babylonian,a1b2w2,5
0x121a4,KID,Old Babylonian,a5b4,9
0x1207e,DUB,Old Babylonian,a5b4,9
0x1208d,E2,Old Babylonian,a5b4,9
0x1245c,FIVE SIXTHS DISH,Neo-Babylonian,a4b1,5
0x120fc,GAR3,Middle Hittite,b4w4,8
0x122a9,SAL,Middle Hittite,b1w2,3
0x122bf,SHEN,Middle Hittite,a5b4,9
0x122c3,SHID,Middle Hittite,a5b4,9
0x122de,SIG4,Middle Hittite,b4w4,8
0x122e9,SUR,Middle Hittite,a4b1,5
0x12239,MUSH3,Neo-Babylonian,a4b1,5
0x1211e,GUD,Middle Hittite,a1b2w2,5
0x12360,ZAG,Neo-Babylonian,b7w1,8
0x120a5,EZEN TIMES AN,Neo-Assyrian,a3b9,12
0x12053,BUR,Middle Hittite,b4w4,8
0x120e7,GA2 TIMES SHID,Neo-Assyrian,a6b5,11
0x12239,MUSH3,Middle Hittite,a4b1,5
,form KU3,Middle Hittite,a4b1,5
0x12072,DI,Middle Hittite,a1b2w2,5
0x122a9,SAL,Middle Hittite,b1w2,3
0x122fb,TAR,Middle Hittite,b2c1,3
0x1227c,PAN,Middle Hittite,a1b2w2,5
0x1242c,ONE SHARU,Neo Assyrian,c2d2w1,5
0x1242d,TWO SHARU,Neo Assyrian,c2d2w2,6
0x1203d,ASH OVER ASH OVER ASH CROSSING ASH OVER ASH OVER ASH,Neo Assyrian,c3d3,6
0x12050,BU CROSSING BU,Neo Assyrian,c7d1,8
0x12431,FIVE SHARU,Neo Assyrian,c2d2w5,9
0x12430,FOUR SHARU,Neo Assyrian,c2d2w4,8
0x1212a,HA TENU,Neo Assyrian,c4w1,5
0x12454,FIVE BAN2,Neo Assyrian,a1b3c2,6
0x12452,FOUR BAN2,Neo Assyrian,a1b3c1,5
0x1245b,TWO THIRDS DISH,Neo Assyrian,a3b1,4
0x1245a,ONE THIRD DISH,Neo Assyrian,a2b1,3
0x1234d,URU TIMES UD,Neo Assyrian,a3b3c2,8
0x1212f,HI TIMES ASH2,Neo Assyrian,a1b3c4,8
0x12062,DAG KISIM5 TIMES IR PLUS LU,Neo Assyrian,a11b10w2,23
0x120e9,GA2 TIMES TAK4,Neo Assyrian,a11b3c1,15
0x122dd,SIG,Neo Assyrian,a2c2,4
0x122e0,SIK2,Neo Assyrian,a3b7c2,12
0x122e8,SUMASH,Neo Assyrian,a3b5w2,10
0x122fc,TE,Neo Assyrian,a1c4,5
0x12303,TIR OVER TIR,Neo Assyrian,a16b4c8,28
0x12355,USH TIMES TAK4,Neo Assyrian,a11b3c1w1,16
0x1234c,URU TIMES U PLUS GUD,Neo Assyrian,a3b5c2w1,11
0x1234b,URU TIMES TU,Neo Assyrian,a3b10,13
0x1221f,LUM OVER LUM GAR OVER GAR,Neo Assyrian,a10b8c4,22
0x1221e,LUM OVER LUM,Neo Assyrian,a2b8c4,14
0x120bf,GA2 TIMES BAD,Neo Assyrian,a3b3w1,7
0x12166,KA TIMES GAR PLUS SHA3 PLUS A,Neo Assyrian,a11b5c2,18
0x12040,BA,Old Assyrian,a1b2c1,4
0x12034,ARAD,Old Assyrian,a3b1w3,7
0x12157,KA,Old Assyrian,a3b6c1d1,11
0x121f7,LI,Old Assyrian,a2b4w8,14
0x12305,TU,Old Assyrian,a1b4w4,9
0x122e1,SILA3,Old Assyrian,a1c1d1,3
0x1223e,NA,Old Assyrian,a1b5c1w1,8
0x12319,UD GUNU,Neo Assyrian,a1b3c2,6
0x12145,IG,Old Assyrian,a3b5w2,10
,GAG,Old Assyrian,a1c1d1,3
,HAR,Old Assyrian,a1b4w4,9
,SZUSZANA,Old Assyrian,a2b1,3
,SZANABI,Old Assyrian,a3b1,4
0x1236e,ZUM,Old Assyrian,c2d2w4,8
,KUSZU2,Old Assyrian,a3b1w3,7
0x12313,UD,Middle Elamite,a2c2,4
0x120f0,GAD,Akkadian,a1c1d1,3
0x122e1,SILA3,Akkadian,a1c1d1,3
,SHUSHUR2,Akkadian,c3d3,6
0x12136,HI TIMES U,Akkadian,c2d2w1,5
0x122ae,SHA3,Akkadian,c3d3,6
0x12195,KAK,Akkadian,a1c1d1,3
,NUMERIC SIGN ONE BURU,Akkadian,c2d2w1,5
0x121a9,KISIM5 OVER KISIM5,Akkadian,c2d2w4,8
0x12097,EN,Akkadian,a3b5w2,10
0x12395,PIR2,Akkadian,a2c2,4
0x1231a,UD SHESHIG,Akkadian,c2d2w4,8
,KIN Variant Form,Neo-Babylonian,a3b3w1,7
0x122dd,SIG,Neo-Babylonian,a2c2,4
0x121ad,KU4,Neo-Babylonian,a1b4w4,9
0x122e9,SUR,Neo-Babylonian,a3b1,4
,MASH2 Variant Form,Neo-Babylonian,a3b1w3,7
0x12076,DIM2,Neo-Babylonian,a1b3c2,6
0x122d6,SHITA,Old Babylonian,a2c2,4
0x122dd,SIG,Old Babylonian,a2c2,4
0x1224c,NI,Old Babylonian,a2c2,4
0x1245a,ONE THIRD DISH,Old Babylonian,a2b1,3
0x1245b,TWO THIRDS DISH,Old Babylonian,a3b1,4
0x12040,BA,Old Babylonian,a1b2c1,4
0x12076,DIM2,Old Babylonian,a1b3c1,5
0x122e1,SILA3,Neo-Babylonian,a1c1d1,3
0x122fa,TAK4,Neo-Babylonian,a3b1w3,7
0x12248,NE,Old Babylonian,a1b4w4,9
0x12307,TUK,Old Babylonian,a2c2,4
0x1212f,HI TIMES ASH2,Neo-Babylonian,a1b4w4,9
0x121a5,KIN,Old Babylonian,a1b5c1w1,8
0x121c9,LAGAB TIMES HAL,Old Babylonian,a1b3c2,6
0x122ae,SHA3,Old Babylonian,c3d3,6
0x1224c,NI,Old Babylonian,a2c2,4
0x12096,EL,Old Babylonian,a3b3c2,8
0x12312,UB,Old Babylonian,a1c4,5
0x12313,UD,Old Babylonian,a2c2,4
0x1245a,ONE THIRD DISH,Neo-Babylonian,a2b1,3
0x1245b,TWO THIRDS DISH,Neo-Babylonian,a3b1,4
0x121f7,LI,Middle Hittite,a1b4w4,9
0x122dd,SIG,Middle Hittite,a2c2,4
0x122fc,TE,Middle Hittite,a1c4,5
0x12305,TU,Neo-Babylonian,a1b4w4,9
0x12305,TU,Neo-Babylonian,a1b4w4,9
0x1216f,KA TIMES KAK,Middle Hittite,a3b5w2,10
0x1245a,ONE THIRD DISH,Middle Hittite,a2b1,3
0x12009,A2,Middle Hittite,a1b4w4,9
0x12040,BA,Middle Hittite,a1b2c1,4
0x12080,DUB2,Middle Hittite,a3b5w2,10
0x12248,NE,Middle Hittite,a1b4w4,9
0x12305,TU,Middle Hittite,a1b4w4,9
0x12335,URI,Middle Hittite,a2b4w8,14
0x12009,A2,Middle Hittite,a1b4w4,9
0x12040,BA,Middle Hittite,a1b2c1,4
0x12263,NUN,Middle Hittite,a3b1,4
0x121d2,LAGAB TIMES KUL,Neo Assyrian,a2b3c2w1,8
0x121e5,LAGAB TIMES U,Neo Assyrian,a2b2w1,5
0x121e7,LAGAB TIMES U PLUS U PLUS U,Neo Assyrian,a2b2w3,7
0x1236a,ZU,Neo Assyrian,a2b3,5
0x121f5,LAM TIMES KUR,Neo Assyrian,a2b2c3w2,9
0x121f4,LAM,Neo Assyrian,a2b2w2,6
0x1206f,DAR,Neo Assyrian,a2b2c4,8
0x12072,DI,Neo Assyrian,a2b2w1,5
0x12076,DIM2,Neo Assyrian,a2b2c2w1,7
0x12020,AL,Neo Assyrian,a2b3w1,6
0x12027,AL TIMES SHE,Neo Assyrian,a2b3c5,10
0x12118,GU2,Neo Assyrian,a2b2c4,8
0x1214b,IL,Neo Assyrian,a2b3c2w1,8
0x12156,ISH,Neo Assyrian,a2b2w1,5
0x1202e,AN OVER AN,Neo Assyrian,a2b4,6
0x12117,GU CROSSING GU,Neo Assyrian,a2b2c7,11
0x121c0,LAGAB TIMES BAD,Neo Assyrian,a2b3w1,6
0x12127,GURUN,Neo Assyrian,a2b2c4,8
0x122e2,SU,Neo Assyrian,a2b4,6
0x12225,MAR,Neo Assyrian,a2b3,5
0x12337,URU,Neo Assyrian,a2b3,5
0x12118,GU2,Old Assyrian,a2b2w3,7
0x1207a,DU,Old Assyrian,a2b3w1,6
0x12225,MAR,Old Assyrian,a2b3,5
0x12072,DI,Old Assyrian,a2b2w2,6
0x12306,TUG2,Old Assyrian,a2b4,6
0x121e5,LAGAB TIMES U,Akkadian,a2b2w1,5
0x121e7,LAGAB TIMES U PLUS U PLUS U,Akkadian,a2b2w3,7
0x12247,NAM2,Akkadian,a2b4,6
0x12220,MA,Akkadian,a2b3,5
0x12225,MAR,Akkadian,a2b3,5
0x12089,DUR2,Akkadian,a2b3,5
0x121e7,LAGAB TIMES U PLUS U PLUS U,Neo-Babylonian,a2b2w3,7
0x121ef,LAGAR GUNU,Neo-Babylonian,a2b4,6
