face,side,n_lines,atf_lines,count_diff,agreement,proximity,n_boxes,spacing_cv,confidence
P359389_reverse,reverse,5,5,0,,,1,0.0,1.0
P359391_left,left,3,3,0,1.0,1.0,9,0.0,1.0
P359935_left,left,3,3,0,,,0,0.0,1.0
P359941_right,right,2,2,0,1.0,,2,0.0,1.0
P359937_left,left,2,2,0,,,0,0.0,1.0
P359946_right,right,2,2,0,1.0,,4,0.0,1.0
P359966_left,left,3,3,0,,,0,0.0,1.0
P359968_right,right,2,2,0,,,0,0.0,1.0
P359967_reverse,reverse,2,2,0,,,0,0.0,1.0
P359975_right,right,2,2,0,,,0,0.0,1.0
P361049_reverse,reverse,2,,,,,0,0.0,1.0
P361051_reverse,reverse,2,2,0,,,0,0.0,1.0
P361057_reverse,reverse,2,,,,,0,0.0,1.0
P361088_left,left,2,2,0,,,1,0.0,1.0
P361097_left,left,2,2,0,,,0,0.0,1.0
P361126_left,left,2,2,0,,,0,0.0,1.0
P361135_left,left,2,2,0,1.0,,4,0.0,1.0
P361153_left,left,8,8,0,,,1,0.0,1.0
P361148_obverse,obverse,2,2,0,1.0,,3,0.0,1.0
P361155_left,left,2,2,0,1.0,,2,0.0,1.0
P361691_left,left,2,2,0,,,1,0.0,1.0
P390560_reverse,reverse,2,2,0,,,0,0.0,1.0
P390565_left,left,3,3,0,,,1,0.0,1.0
P390568_left,left,2,2,0,1.0,,3,0.0,1.0
P390570_left,left,2,2,0,1.0,,4,0.0,1.0
P393097_left,left,2,2,0,,,0,0.0,1.0
P393101_reverse,reverse,2,,,,,0,0.0,1.0
P393103_left,left,2,2,0,,,1,0.0,1.0
P393106_left,left,2,2,0,,,0,0.0,1.0
