face,side,n_lines,atf_lines,count_diff,agreement,proximity,n_boxes,spacing_cv,confidence
P361044_obverse,obverse,16,16,0,0.562,0.429,63,0.079,0.637
P361152_reverse,reverse,7,7,0,0.429,0.5,6,0.017,0.637
P361611_reverse,reverse,17,17,0,0.529,0.453,86,0.073,0.637
P250558_reverse,reverse,8,,,0.625,0.8,20,0.51,0.638
P250558_obverse,obverse,6,,,0.5,0.673,49,0.258,0.638
P272899_obverse,obverse,10,10,0,0.6,0.379,29,0.065,0.638
P357378_obverse,obverse,16,16,0,0.438,0.5,64,0.025,0.638
P357589_left,left,4,4,0,0.75,0.222,9,0.058,0.638
P357598_reverse,reverse,21,21,0,0.524,0.443,88,0.054,0.638
P357639_left,left,6,6,0,0.5,0.426,61,0.012,0.638
P357705_reverse,reverse,7,,,0.429,0.556,18,0.07,0.638
P359130_obverse,obverse,12,12,0,0.583,0.385,52,0.054,0.638
P361052_reverse,reverse,11,11,0,0.273,0.688,16,0.046,0.638
P389634_obverse,obverse,9,,,0.778,0.49,51,0.353,0.638
P332982_reverse,reverse,20,20,0,0.4,0.56,100,0.044,0.639
P333887_obverse,obverse,21,21,0,0.524,0.46,100,0.065,0.639
P357342_obverse,obverse,10,10,0,0.5,0.462,39,0.046,0.639
P357377_reverse,reverse,12,12,0,0.417,0.538,26,0.039,0.639
P357590_left,left,5,5,0,0.6,0.333,21,0.016,0.639
P357669_left,left,2,2,0,0.5,0.417,12,0.0,0.639
P357695_reverse,reverse,19,19,0,0.421,0.536,28,0.039,0.639
P358278_reverse,reverse,7,7,0,0.571,0.409,22,0.065,0.639
P358432_reverse,reverse,14,14,0,0.571,0.393,61,0.049,0.639
P359170_obverse,obverse,10,10,0,0.4,0.556,18,0.04,0.639
P361615_obverse,obverse,16,16,0,0.5,0.449,98,0.033,0.639
P357365_obverse,obverse,17,17,0,0.588,0.42,100,0.089,0.64
P357505_obverse,obverse,19,19,0,0.474,0.53,100,0.085,0.64
P357520_obverse,obverse,11,11,0,0.545,0.444,36,0.069,0.64
P359291_reverse,reverse,13,13,0,0.615,0.357,56,0.052,0.64
P361086_left,left,3,3,0,0.0,1.0,5,0.08,0.64
P361128_obverse,obverse,16,16,0,0.562,0.384,73,0.026,0.64
P361673_obverse,obverse,7,7,0,0.286,0.643,14,0.007,0.64
P250579_reverse,reverse,9,,,0.667,0.429,49,0.171,0.641
P260347_obverse,obverse,13,13,0,0.462,0.5,38,0.039,0.641
P293710_obverse,obverse,19,19,0,0.316,0.643,56,0.036,0.641
P333928_reverse,reverse,9,9,0,0.667,0.267,60,0.009,0.641
P357422_left,left,6,6,0,0.333,0.615,13,0.025,0.641
P357507_obverse,obverse,14,14,0,0.643,0.377,69,0.097,0.641
P357697_reverse,reverse,12,12,0,0.667,0.315,89,0.058,0.641
P359127_obverse,obverse,15,15,0,0.467,0.5,44,0.043,0.641
P359155_reverse,reverse,7,7,0,0.571,0.375,16,0.022,0.641
P359191_obverse,obverse,18,18,0,0.278,0.667,24,0.021,0.641
P360980_reverse,reverse,18,18,0,0.389,0.556,45,0.023,0.641
P361057_obverse,obverse,4,4,0,0.75,0.2,10,0.027,0.641
P361153_reverse,reverse,11,11,0,0.364,0.571,14,0.013,0.641
P357500_reverse,reverse,11,11,0,0.455,0.548,31,0.077,0.642
P357546_obverse,obverse,12,12,0,0.75,0.231,65,0.055,0.642
P357771_reverse,reverse,3,,,,,0,0.358,0.642
P357780_reverse,reverse,12,12,0,0.25,0.727,11,0.05,0.642
P357894_obverse,obverse,17,17,0,0.353,0.61,59,0.036,0.642
P358258_obverse,obverse,23,23,0,0.565,0.4,100,0.04,0.642
P358264_obverse,obverse,21,21,0,0.571,0.39,100,0.036,0.642
P359096_reverse,reverse,10,10,0,0.2,0.75,8,0.024,0.642
P359129_obverse,obverse,16,16,0,0.438,0.507,73,0.019,0.642
P359235_reverse,reverse,16,16,0,0.5,0.447,38,0.02,0.642
P359950_obverse,obverse,14,14,0,0.357,0.625,32,0.055,0.642
P388417_obverse,obverse,11,,,,,0,0.358,0.642
P389664_reverse,reverse,6,,,0.5,0.533,15,0.109,0.642
P260398_obverse,obverse,16,16,0,0.25,0.706,17,0.026,0.643
P333896_left,left,2,2,0,0.5,0.429,7,0.0,0.643
P357410_obverse,obverse,26,26,0,0.269,0.7,30,0.039,0.643
P357519_reverse,reverse,6,6,0,0.5,0.444,9,0.016,0.643
P357644_obverse,obverse,20,20,0,0.45,0.51,100,0.031,0.643
P357702_left,left,3,3,0,0.333,,4,0.047,0.643
P358194_left,left,2,2,0,0.5,0.429,7,0.0,0.643
P358797_reverse,reverse,4,,,,,0,0.357,0.643
P359159_left,left,2,2,0,0.5,0.429,7,0.0,0.643
P361126_obverse,obverse,14,14,0,0.5,0.455,55,0.026,0.643
P361155_reverse,reverse,8,8,0,0.75,0.217,23,0.039,0.643
P431268_reverse,reverse,8,,,0.375,0.676,34,0.123,0.643
P357338_reverse,reverse,20,20,0,0.4,0.557,61,0.025,0.644
P359314_reverse,reverse,16,16,0,0.562,0.4,80,0.031,0.644
P360985_left,left,6,6,0,0.333,,4,0.046,0.644
P360985_obverse,obverse,14,14,0,0.286,0.684,19,0.039,0.644
P361048_reverse,reverse,28,28,0,0.5,0.46,100,0.027,0.644
P406213_obverse,obverse,7,,,0.571,0.571,21,0.211,0.644
P417417_reverse,reverse,4,,,0.5,0.545,11,0.114,0.644
P260364_obverse,obverse,19,19,0,0.526,0.451,51,0.044,0.645
P357340_obverse,obverse,9,9,0,0.444,0.533,30,0.044,0.645
P357381_obverse,obverse,10,10,0,0.6,0.395,43,0.062,0.645
P357411_obverse,obverse,12,12,0,0.333,0.621,29,0.02,0.645
P357585_reverse,reverse,13,13,0,0.538,0.433,60,0.037,0.645
P358206_obverse,obverse,10,10,0,0.6,0.395,38,0.06,0.645
P358291_obverse,obverse,8,8,0,0.375,0.6,5,0.039,0.645
P359083_obverse,obverse,15,15,0,0.4,0.564,39,0.029,0.645
P359091_reverse,reverse,12,12,0,0.417,0.55,20,0.03,0.645
P359125_reverse,reverse,18,18,0,0.5,0.485,66,0.051,0.645
P359192_obverse,obverse,9,9,0,0.444,0.542,48,0.052,0.645
P361150_obverse,obverse,12,12,0,0.5,0.484,31,0.05,0.645
P357570_reverse,reverse,12,12,0,0.583,0.4,55,0.044,0.646
P357600_obverse,obverse,13,13,0,0.462,0.518,56,0.042,0.646
P357637_obverse,obverse,14,14,0,0.5,0.5,50,0.061,0.646
P358694_obverse,obverse,10,10,0,0.4,0.556,36,0.016,0.646
P359136_reverse,reverse,10,10,0,0.4,0.571,21,0.032,0.646
P359179_obverse,obverse,11,11,0,0.545,0.429,42,0.035,0.646
P359229_reverse,reverse,6,6,0,0.5,0.455,11,0.016,0.646
P359248_obverse,obverse,9,9,0,0.556,0.439,41,0.056,0.646
P361114_left,left,2,2,0,0.5,0.438,16,0.0,0.646
P390549_reverse,reverse,13,13,0,0.692,0.328,61,0.083,0.646
P357607_obverse,obverse,12,12,0,0.583,0.455,44,0.098,0.647
P357621_reverse,reverse,12,12,0,0.5,0.485,33,0.045,0.647
P358241_reverse,reverse,9,9,0,0.444,0.548,31,0.052,0.647
P358287_reverse,reverse,3,3,0,0.333,,2,0.04,0.647
P358292_obverse,obverse,9,9,0,0.333,,2,0.039,0.647
P358703_obverse,obverse,11,11,0,0.545,0.413,75,0.017,0.647
P359060_obverse,obverse,22,22,0,0.545,0.43,100,0.035,0.647
P357681_obverse,obverse,10,10,0,0.7,0.291,55,0.047,0.648
P357733_obverse,obverse,13,13,0,0.615,0.4,55,0.07,0.648
P358547_obverse,obverse,12,12,0,0.583,0.388,80,0.026,0.648
P359064_obverse,obverse,18,18,0,0.5,0.471,68,0.027,0.648
P359095_obverse,obverse,14,14,0,0.643,0.367,60,0.066,0.648
P359128_left,left,3,3,0,0.333,,4,0.038,0.648
P359976_reverse,reverse,20,20,0,0.3,0.667,27,0.024,0.648
P361090_obverse,obverse,16,16,0,0.5,0.494,89,0.05,0.648
P361189_obverse,obverse,6,6,0,0.667,0.333,15,0.055,0.648
P357496_obverse,obverse,16,16,0,0.562,0.464,84,0.079,0.649
P357914_obverse,obverse,9,9,0,0.667,0.3,10,0.02,0.649
P358509_reverse,reverse,12,12,0,0.5,0.467,60,0.019,0.649
P358570_obverse,obverse,15,15,0,0.467,0.5,82,0.02,0.649
P359265_reverse,reverse,9,9,0,0.444,0.529,17,0.027,0.649
P359339_obverse,obverse,13,13,0,0.385,0.583,12,0.022,0.649
P361003_obverse,obverse,20,20,0,0.65,0.39,82,0.094,0.649
P332982_obverse,obverse,19,19,0,0.474,0.5,6,0.024,0.65
P333900_reverse,reverse,13,13,0,0.462,0.558,77,0.069,0.65
P357431_reverse,reverse,14,14,0,0.571,0.412,68,0.034,0.65
P357835_obverse,obverse,18,18,0,0.5,0.506,81,0.055,0.65
P358189_obverse,obverse,13,13,0,0.538,0.485,66,0.072,0.65
P358273_obverse,obverse,6,6,0,0.667,0.32,25,0.037,0.65
P358456_obverse,obverse,9,9,0,0.556,0.435,46,0.041,0.65
P359315_reverse,reverse,16,16,0,0.438,0.536,69,0.025,0.65
P250580_obverse,obverse,7,,,0.714,0.54,63,0.302,0.651
P333931_obverse,obverse,13,13,0,0.769,0.219,64,0.034,0.651
P357342_reverse,reverse,10,10,0,0.4,0.586,29,0.033,0.651
P357578_reverse,reverse,5,5,0,0.4,0.571,7,0.019,0.651
P357600_reverse,reverse,14,14,0,0.571,0.452,73,0.069,0.651
P357612_reverse,reverse,18,18,0,0.5,0.5,100,0.047,0.651
P358555_obverse,obverse,13,13,0,0.538,0.455,66,0.04,0.651
P359143_left,left,5,5,0,0.6,0.385,13,0.033,0.651
P359206_obverse,obverse,10,10,0,0.6,0.379,29,0.027,0.651
P361163_reverse,reverse,22,22,0,0.227,0.769,13,0.045,0.651
P389563_obverse,obverse,9,,,0.556,0.5,16,0.102,0.651
P333886_left,left,2,2,0,0.5,0.455,11,0.0,0.652
P357439_obverse,obverse,10,10,0,0.5,0.48,50,0.024,0.652
P357695_obverse,obverse,20,20,0,0.6,0.441,93,0.086,0.652
P357732_obverse,obverse,14,14,0,0.429,0.548,31,0.02,0.652
P358187_reverse,reverse,12,12,0,0.583,0.471,51,0.097,0.652
P358259_obverse,obverse,21,21,0,0.571,0.43,100,0.047,0.652
P358258_reverse,reverse,23,23,0,0.565,0.42,100,0.03,0.652
P358424_left,left,3,3,0,0.333,0.64,25,0.017,0.652
P359282_reverse,reverse,16,16,0,0.5,0.5,76,0.045,0.652
P357344_reverse,reverse,13,13,0,0.538,0.471,51,0.05,0.653
P357495_obverse,obverse,13,13,0,0.692,0.348,69,0.081,0.653
P357511_left,left,4,4,0,0.5,0.458,24,0.0,0.653
P358246_reverse,reverse,9,9,0,0.444,0.533,15,0.02,0.653
P359063_obverse,obverse,20,20,0,0.7,0.31,100,0.051,0.653
P359110_reverse,reverse,3,3,0,0.333,,2,0.028,0.653
P359256_left,left,3,3,0,0.333,0.636,11,0.011,0.653
P361056_reverse,reverse,9,9,0,0.444,0.568,37,0.053,0.653
P361088_obverse,obverse,14,14,0,0.429,0.548,31,0.019,0.653
P272902_reverse,reverse,18,18,0,0.444,0.564,55,0.047,0.654
P333881_reverse,reverse,7,7,0,0.571,0.455,33,0.064,0.654
P357424_obverse,obverse,6,6,0,0.333,0.647,17,0.017,0.654
P358250_reverse,reverse,9,9,0,0.444,0.579,19,0.06,0.654
P360982_reverse,reverse,8,8,0,0.5,0.5,16,0.037,0.654
P361120_left,left,3,3,0,0.333,0.643,14,0.014,0.654
P250557_reverse,reverse,10,,,0.7,0.549,51,0.285,0.655
P357346_left,left,3,3,0,0.333,,4,0.023,0.655
P357522_obverse,obverse,13,13,0,0.538,0.467,30,0.04,0.655
P357530_obverse,obverse,16,16,0,0.688,0.352,71,0.074,0.655
P357774_reverse,reverse,13,13,0,0.462,0.56,25,0.057,0.655
P358330_reverse,reverse,9,,,0.556,0.484,31,0.075,0.655
P358450_reverse,reverse,10,10,0,0.5,0.484,31,0.018,0.655
P358454_obverse,obverse,18,18,0,0.444,0.55,100,0.028,0.655
P359233_obverse,obverse,5,5,0,0.4,0.571,14,0.006,0.655
P359235_obverse,obverse,18,18,0,0.444,0.55,40,0.03,0.655
P359254_obverse,obverse,17,17,0,0.471,0.52,75,0.026,0.655
P359396_left,left,4,4,0,0.5,0.474,19,0.008,0.655
P361045_reverse,reverse,19,19,0,0.421,0.582,67,0.04,0.655
P389609_obverse,obverse,6,,,0.667,0.357,28,0.06,0.655
P389671_obverse,obverse,4,,,1.0,0.226,31,0.26,0.655
P333934_obverse,obverse,16,16,0,0.625,0.38,100,0.036,0.656
P358275_reverse,reverse,7,7,0,0.714,0.286,7,0.032,0.656
P358454_reverse,reverse,18,18,0,0.556,0.46,100,0.047,0.656
P359259_left,left,3,3,0,0.333,,2,0.022,0.656
P260385_obverse,obverse,6,6,0,0.333,,4,0.019,0.657
P357934_obverse,obverse,11,11,0,0.636,0.364,11,0.03,0.657
P358211_reverse,reverse,16,16,0,0.5,0.5,12,0.029,0.657
P358260_reverse,reverse,20,20,0,0.55,0.482,83,0.061,0.657
P358548_reverse,reverse,10,10,0,0.6,0.396,53,0.024,0.657
P359119_left,left,3,3,0,0.333,0.667,6,0.028,0.657
P359309_left,left,3,3,0,0.333,,3,0.02,0.657
P361087_reverse,reverse,16,16,0,0.625,0.444,81,0.098,0.657
P361160_reverse,reverse,10,10,0,0.5,0.5,10,0.03,0.657
P361612_obverse,obverse,15,15,0,0.533,0.464,69,0.025,0.657
P361691_reverse,reverse,11,11,0,0.545,0.485,33,0.06,0.657
P357423_left,left,2,2,0,0.5,0.474,19,0.0,0.658
P357438_obverse,obverse,11,11,0,0.545,0.478,23,0.05,0.658
P357499_left,left,4,4,0,0.25,0.75,8,0.027,0.658
P357494_reverse,reverse,11,11,0,0.636,0.375,48,0.039,0.658
P357662_obverse,obverse,9,9,0,0.556,0.488,41,0.069,0.658
P357737_reverse,reverse,9,9,0,0.444,0.577,26,0.048,0.658
P357841_obverse,obverse,10,10,0,0.7,0.36,25,0.087,0.658
P357955_reverse,reverse,4,4,0,0.5,0.5,6,0.025,0.658
P359180_obverse,obverse,13,13,0,0.538,0.474,76,0.037,0.658
P359326_obverse,obverse,10,10,0,0.5,0.5,18,0.025,0.658
P361173_reverse,reverse,3,3,0,0.333,,4,0.016,0.658
P357395_left,left,3,3,0,0.333,,2,0.016,0.659
P357407_obverse,obverse,14,14,0,0.643,0.389,54,0.054,0.659
P357493_left,left,4,4,0,0.5,0.478,23,0.0,0.659
P357577_reverse,reverse,14,14,0,0.643,0.413,46,0.08,0.659
P357731_left,left,5,5,0,0.6,0.414,29,0.037,0.659
P358474_obverse,obverse,9,9,0,0.444,0.556,36,0.023,0.659
P361149_reverse,reverse,10,10,0,0.6,0.409,22,0.033,0.659
P361168_reverse,reverse,12,12,0,0.417,0.571,7,0.011,0.659
P389669_obverse,obverse,9,,,0.444,0.857,7,0.325,0.659
P357946_obverse,obverse,9,9,0,0.667,0.368,19,0.055,0.66
P358519_reverse,reverse,9,9,0,0.556,0.447,47,0.023,0.66
P359212_obverse,obverse,9,9,0,0.667,0.37,46,0.056,0.66
P359334_reverse,reverse,9,9,0,0.333,,3,0.013,0.66
P359355_obverse,obverse,6,6,0,0.333,,2,0.013,0.66
P261858_obverse,obverse,11,11,0,0.364,,2,0.041,0.661
P272901_left,left,5,5,0,1.0,0.0,6,0.016,0.661
P357533_left,left,3,3,0,0.333,,4,0.011,0.661
P357654_left,left,4,4,0,0.5,0.5,6,0.017,0.661
P358188_reverse,reverse,13,13,0,0.692,0.352,54,0.062,0.661
P359056_left,left,5,5,0,0.6,0.395,38,0.011,0.661
P359101_reverse,reverse,10,10,0,0.7,0.375,48,0.093,0.661
P359245_left,left,3,3,0,0.333,,3,0.011,0.661
P359259_obverse,obverse,18,18,0,0.167,0.833,6,0.017,0.661
P359354_reverse,reverse,6,6,0,0.667,0.333,6,0.018,0.661
P389629_reverse,reverse,6,,,0.5,0.714,7,0.23,0.661
P272900_left,left,3,3,0,0.333,,4,0.01,0.662
P333889_obverse,obverse,18,18,0,0.722,0.31,100,0.047,0.662
P357356_obverse,obverse,19,19,0,0.579,0.44,100,0.033,0.662
P357360_obverse,obverse,15,15,0,0.533,0.492,61,0.038,0.662
P357586_obverse,obverse,12,12,0,0.5,0.541,37,0.053,0.662
P357747_left,left,3,3,0,0.333,0.667,12,0.015,0.662
P357745_obverse,obverse,11,11,0,0.727,0.333,33,0.073,0.662
P358200_left,left,3,3,0,0.333,,4,0.01,0.662
P358327_obverse,obverse,11,11,0,0.636,0.378,45,0.027,0.662
P358592_obverse,obverse,17,17,0,0.588,0.447,94,0.05,0.662
P358604_obverse,obverse,15,15,0,0.467,0.535,71,0.017,0.662
P359082_left,left,4,4,0,0.5,0.5,16,0.015,0.662
P359146_left,left,3,3,0,0.333,,3,0.009,0.662
P359314_obverse,obverse,13,13,0,0.538,0.478,23,0.031,0.662
P359949_left,left,3,3,0,0.333,,2,0.01,0.662
P361046_reverse,reverse,11,11,0,0.636,0.385,39,0.035,0.662
P361696_left,left,3,3,0,0.333,,3,0.01,0.662
P368425_left,left,3,3,0,0.333,,4,0.01,0.662
P393100_obverse,obverse,12,12,0,0.583,0.442,52,0.04,0.662
P250562_obverse,obverse,13,,,0.462,0.735,83,0.209,0.663
P357492_obverse,obverse,13,13,0,0.538,0.5,34,0.049,0.663
P357634_obverse,obverse,18,18,0,0.556,0.5,100,0.065,0.663
P357651_reverse,reverse,17,17,0,0.529,0.49,100,0.032,0.663
P357956_reverse,reverse,3,3,0,0.333,,4,0.007,0.663
P359209_left,left,3,3,0,0.333,,2,0.007,0.663
P359955_reverse,reverse,3,3,0,0.333,,2,0.008,0.663
P360849_reverse,reverse,3,3,0,0.333,,4,0.006,0.663
P389637_obverse,obverse,12,,,0.583,0.5,16,0.094,0.663
P333888_obverse,obverse,17,17,0,0.529,0.52,100,0.058,0.664
P333903_obverse,obverse,11,11,0,0.636,0.407,59,0.05,0.664
P357576_reverse,reverse,14,14,0,0.643,0.413,63,0.064,0.664
P357802_obverse,obverse,10,10,0,0.5,0.567,30,0.074,0.664
P358721_reverse,reverse,16,16,0,0.5,0.519,52,0.028,0.664
P359164_obverse,obverse,10,10,0,0.7,0.324,37,0.031,0.664
P359237_left,left,4,4,0,0.5,0.5,8,0.007,0.664
P359379_obverse,obverse,14,14,0,0.571,0.462,80,0.041,0.664
P361114_reverse,reverse,26,26,0,0.308,0.723,47,0.039,0.664
P357737_obverse,obverse,8,8,0,0.625,0.4,35,0.031,0.665
P357746_reverse,reverse,5,5,0,0.6,0.438,16,0.043,0.665
P357944_reverse,reverse,11,11,0,0.545,0.469,32,0.019,0.665
P359108_obverse,obverse,10,10,0,0.7,0.349,43,0.055,0.665
P359351_obverse,obverse,11,11,0,0.364,0.667,12,0.036,0.665
P250560_reverse,reverse,9,,,0.667,0.5,36,0.17,0.666
P273277_obverse,obverse,9,,,0.889,0.359,39,0.251,0.666
P357530_reverse,reverse,17,17,0,0.529,0.522,23,0.054,0.666
P357595_reverse,reverse,16,16,0,0.562,0.477,65,0.041,0.666
P357659_obverse,obverse,15,15,0,0.6,0.464,56,0.065,0.666
P357995_obverse,obverse,10,10,0,0.4,0.636,11,0.037,0.666
P358216_reverse,reverse,11,11,0,0.636,0.434,53,0.072,0.666
P361694_obverse,obverse,12,12,0,0.5,0.528,36,0.028,0.666
P361674_obverse,obverse,8,8,0,0.75,0.286,21,0.036,0.666
P333925_obverse,obverse,2,2,0,0.5,0.5,66,0.0,0.667
P333943_left,left,3,3,0,0.667,0.333,9,0.0,0.667
P357417_left,left,3,3,0,0.667,0.333,12,0.0,0.667
P357523_left,left,3,3,0,0.333,,3,0.0,0.667
P357585_left,left,2,2,0,0.5,0.5,8,0.0,0.667
P357697_left,left,3,3,0,0.333,,2,0.0,0.667
P357959_left,left,3,3,0,0.333,,4,0.0,0.667
P358266_reverse,reverse,11,11,0,0.545,0.528,36,0.073,0.667
P358409_left,left,2,2,0,0.5,0.5,14,0.0,0.667
P358555_left,left,2,2,0,0.5,0.5,12,0.0,0.667
P358999_left,left,3,3,0,0.333,,3,0.0,0.667
P359056_obverse,obverse,19,19,0,0.632,0.4,100,0.03,0.667
P359104_left,left,3,3,0,0.333,,3,0.0,0.667
P359112_left,left,2,2,0,0.5,0.5,8,0.0,0.667
P359271_reverse,reverse,11,11,0,0.455,0.568,37,0.021,0.667
P359319_obverse,obverse,15,15,0,0.533,0.491,53,0.022,0.667
P359328_obverse,obverse,16,16,0,0.562,0.495,93,0.055,0.667
P360977_left,left,2,2,0,0.5,0.5,8,0.0,0.667
P361298_reverse,reverse,10,10,0,0.4,0.636,22,0.034,0.667
P361694_left,left,3,3,0,0.333,,3,0.0,0.667
P250561_reverse,reverse,3,,,,,0,0.332,0.668
P357598_obverse,obverse,21,21,0,0.524,0.53,100,0.05,0.668
P357792_obverse,obverse,13,13,0,0.385,0.667,15,0.047,0.668
P358230_reverse,reverse,6,6,0,0.833,0.2,15,0.03,0.668
P359082_obverse,obverse,16,16,0,0.562,0.467,90,0.024,0.668
P390571_reverse,reverse,16,16,0,0.5,0.58,50,0.076,0.668
P260375_reverse,reverse,15,15,0,0.733,0.318,66,0.045,0.669
P333918_reverse,reverse,19,19,0,0.526,0.55,100,0.069,0.669
P357956_obverse,obverse,8,8,0,0.375,,4,0.037,0.669
P358213_reverse,reverse,10,10,0,0.6,0.433,30,0.027,0.669
P358282_obverse,obverse,5,5,0,0.4,,3,0.062,0.669
P358485_reverse,reverse,11,11,0,0.636,0.39,59,0.019,0.669
P359325_obverse,obverse,13,13,0,0.538,0.489,45,0.021,0.669
P361300_reverse,reverse,18,18,0,0.611,0.476,84,0.079,0.669
P361613_left,left,5,5,0,0.6,0.429,7,0.023,0.669
P389568_reverse,reverse,5,,,0.6,0.6,5,0.194,0.669
P357415_left,left,4,4,0,0.5,0.524,21,0.015,0.67
P357493_obverse,obverse,19,19,0,0.579,0.488,80,0.056,0.67
P357499_reverse,reverse,15,15,0,0.533,0.524,82,0.047,0.67
P357591_obverse,obverse,12,12,0,0.583,0.472,53,0.046,0.67
P361032_obverse,obverse,9,9,0,0.333,0.7,20,0.024,0.67
P361122_obverse,obverse,13,13,0,0.615,0.444,54,0.051,0.67
P408035_obverse,obverse,8,,,,,0,0.33,0.67
P260357_reverse,reverse,13,13,0,0.615,0.447,38,0.049,0.671
P333887_reverse,reverse,22,22,0,0.636,0.44,100,0.063,0.671
P357381_reverse,reverse,13,13,0,0.462,0.585,53,0.033,0.671
P357395_obverse,obverse,12,12,0,0.5,0.548,42,0.035,0.671
P389667_reverse,reverse,6,,,0.667,0.417,24,0.071,0.671
P260360_obverse,obverse,7,7,0,0.714,0.346,26,0.044,0.672
P333896_reverse,reverse,14,14,0,0.429,0.63,27,0.044,0.672
P357599_obverse,obverse,12,12,0,0.417,0.647,17,0.046,0.672
P357839_obverse,obverse,13,13,0,0.692,0.414,70,0.089,0.672
P358209_reverse,reverse,16,16,0,0.438,0.6,40,0.023,0.672
P358537_obverse,obverse,14,14,0,0.571,0.46,100,0.015,0.672
P358540_obverse,obverse,16,16,0,0.562,0.49,100,0.036,0.672
P359135_reverse,reverse,9,9,0,0.667,0.378,45,0.029,0.672
P333906_reverse,reverse,14,14,0,0.571,0.527,74,0.08,0.673
P357650_reverse,reverse,18,18,0,0.611,0.473,74,0.065,0.673
P358200_reverse,reverse,8,8,0,0.5,0.6,5,0.081,0.673
P361118_reverse,reverse,16,16,0,0.625,0.463,82,0.069,0.673
P361610_obverse,obverse,13,13,0,0.692,0.378,90,0.05,0.673
P389589_reverse,reverse,11,,,0.636,0.492,63,0.11,0.673
P417417_obverse,obverse,4,,,1.0,0.304,23,0.287,0.673
P357516_reverse,reverse,14,14,0,0.714,0.354,82,0.045,0.674
P357647_obverse,obverse,13,13,0,0.538,0.538,65,0.054,0.674
P361139_obverse,obverse,13,13,0,0.538,0.533,60,0.051,0.674
P390454_left,left,4,4,0,0.5,0.545,11,0.023,0.674
P357815_obverse,obverse,12,12,0,0.667,0.413,46,0.055,0.675
P360977_obverse,obverse,14,14,0,0.571,0.483,58,0.029,0.675
P361166_obverse,obverse,5,5,0,0.4,,3,0.049,0.675
P357418_obverse,obverse,11,11,0,0.636,0.429,28,0.037,0.676
P357461_reverse,reverse,8,,,0.25,1.0,5,0.223,0.676
P357644_reverse,reverse,20,20,0,0.5,0.56,100,0.032,0.676
P357656_reverse,reverse,21,21,0,0.571,0.5,100,0.042,0.676
P357902_reverse,reverse,10,10,0,0.8,0.273,55,0.045,0.676
P358232_obverse,obverse,13,13,0,0.615,0.455,22,0.042,0.676
P358548_obverse,obverse,13,13,0,0.615,0.436,78,0.024,0.676
P389646_obverse,obverse,6,,,0.667,0.682,22,0.32,0.676
P273589_reverse,reverse,53,53,0,0.547,0.52,100,0.037,0.677
P357479_obverse,obverse,4,,,0.5,0.75,12,0.219,0.677
P357514_obverse,obverse,11,11,0,0.727,0.343,35,0.041,0.677
P357822_obverse,obverse,11,11,0,0.455,0.625,16,0.048,0.677
P358703_reverse,reverse,14,14,0,0.5,0.562,64,0.031,0.677
P359065_reverse,reverse,17,17,0,0.588,0.475,40,0.032,0.677
P359300_obverse,obverse,13,13,0,0.538,0.533,15,0.041,0.677
P360975_reverse,reverse,17,17,0,0.529,0.556,36,0.053,0.677
P361696_obverse,obverse,10,10,0,0.3,0.762,21,0.031,0.677
P261864_reverse,reverse,12,12,0,0.417,0.636,11,0.019,0.678
P333893_obverse,obverse,16,16,0,0.562,0.53,100,0.058,0.678
P333936_obverse,obverse,12,12,0,0.667,0.392,51,0.026,0.678
P357645_reverse,reverse,18,18,0,0.556,0.54,100,0.061,0.678
P357689_obverse,obverse,3,3,0,0.333,0.7,10,0.0,0.678
P359353_reverse,reverse,12,12,0,0.5,0.571,28,0.036,0.678
P250563_reverse,reverse,12,,,0.75,0.529,34,0.243,0.679
P250578_obverse,obverse,7,,,0.857,0.542,24,0.363,0.679
P260371_reverse,reverse,13,13,0,0.615,0.444,9,0.023,0.679
P358594_obverse,obverse,20,20,0,0.55,0.54,100,0.054,0.679
P358620_left,left,4,4,0,0.5,0.538,13,0.0,0.679
P359127_reverse,reverse,10,10,0,0.6,0.485,33,0.049,0.679
P359154_reverse,reverse,12,12,0,0.5,0.565,23,0.028,0.679
P361086_reverse,reverse,10,10,0,0.6,0.5,36,0.064,0.679
P333942_obverse,obverse,9,9,0,0.556,0.519,27,0.035,0.68
P357499_obverse,obverse,12,12,0,0.583,0.519,54,0.063,0.68
P357583_obverse,obverse,13,13,0,0.462,0.615,52,0.037,0.68
P357616_obverse,obverse,17,17,0,0.529,0.549,82,0.039,0.68
P358222_reverse,reverse,20,20,0,0.55,0.537,82,0.047,0.68
P359292_obverse,obverse,16,16,0,0.562,0.5,64,0.024,0.68
P359968_reverse,reverse,13,13,0,0.308,0.762,21,0.03,0.68
P389628_obverse,obverse,11,,,0.636,0.471,51,0.066,0.68
P393101_obverse,obverse,12,12,0,0.5,0.583,12,0.043,0.68
P357414_obverse,obverse,26,26,0,0.577,0.522,90,0.057,0.681
P357517_reverse,reverse,12,12,0,0.583,0.521,73,0.061,0.681
P357588_reverse,reverse,15,15,0,0.6,0.529,68,0.085,0.681
P359109_left,left,5,5,0,0.6,0.462,26,0.018,0.681
P359176_obverse,obverse,10,10,0,0.6,0.481,27,0.038,0.681
P361086_obverse,obverse,10,10,0,0.5,0.571,28,0.029,0.681
P361115_obverse,obverse,14,14,0,0.643,0.449,69,0.05,0.681
P361173_obverse,obverse,5,5,0,0.4,,3,0.039,0.681
